id,price_doc
30474,5564579.0
30475,8224738.0
30476,5521807.0
30477,5833058.0
30478,5099376.0
30479,9221413.0
30480,4360808.0
30481,4301117.5
30482,4990411.5
30483,4771598.5
30484,6631548.0
30485,4984057.5
30486,3765757.0
30487,3956352.5
30488,6332087.0
30489,6210833.5
30490,23037654.0
30491,20542980.0
30492,5921142.0
30493,14225121.0
30494,6848590.5
30495,10798746.0
30496,9250232.0
30497,8637753.0
30498,4718347.0
30499,7995772.0
30500,11126563.0
30501,7081943.0
30502,3056220.75
30503,6843909.5
30504,5733814.5
30505,12222237.0
30506,3070000.0
30507,4727427.5
30508,5573847.0
30509,7614216.5
30510,9190509.0
30511,6646427.0
30512,6565029.5
30513,4410483.0
30514,3542473.0
30515,9637212.0
30516,5896466.0
30517,10989030.0
30518,8901378.0
30519,4679995.0
30520,7474660.5
30521,5986467.0
30522,7387246.5
30523,6678093.5
30524,10496031.0
30525,11534497.0
30526,4940816.5
30527,5178568.0
30528,6756986.5
30529,6693510.5
30530,6204925.0
30531,14697320.0
30532,4712973.0
30533,10478228.0
30534,6831650.0
30535,9399577.0
30536,5915447.0
30537,11615565.0
30538,5237703.0
30539,9919357.0
30540,9594643.0
30541,6196002.0
30542,2108702.75
30543,5923943.5
30544,7088903.0
30545,8539261.0
30546,4213395.5
30547,9555268.0
30548,4560722.5
30549,5317831.0
30550,12352636.0
30551,5014575.5
30552,1804939.0
30553,7314487.0
30554,10985907.0
30555,6241180.5
30556,9267787.0
30557,7513374.5
30558,9503884.0
30559,6379073.0
30560,5978804.5
30561,7107444.5
30562,11916472.0
30563,5498155.5
30564,7104239.0
30565,6919111.0
30566,7440884.0
30567,2002390.75
30568,10374184.0
30569,9638977.0
30570,6591491.0
30571,8020830.0
30572,4889400.5
30573,6365618.0
30574,6285483.0
30575,7313196.5
30576,4983810.0
30577,4417352.5
30578,3072504.25
30579,7376419.5
30580,4683147.0
30581,5572725.5
30582,12844293.0
30583,6989843.5
30584,4553456.0
30585,2993223.5
30586,8946517.0
30587,5895364.0
30588,8076965.0
30589,7235057.5
30590,11943049.0
30591,5422209.0
30592,6949372.0
30593,8669410.0
30594,6570904.5
30595,5509908.0
30596,6798367.0
30597,6378610.5
30598,9579301.0
30599,11637408.0
30600,5035080.5
30601,6080444.0
30602,1846528.125
30603,12427645.0
30604,4725845.0
30605,6429644.0
30606,23159162.0
30607,6817663.0
30608,8766509.0
30609,6253662.5
30610,2973381.75
30611,5609404.5
30612,7444965.5
30613,9615400.0
30614,17189070.0
30615,7955012.0
30616,5739657.5
30617,9508145.0
30618,5142768.5
30619,4193540.25
30620,2658123.25
30621,8835578.0
30622,8365588.0
30623,6324374.0
30624,6751035.0
30625,7895695.5
30626,6431159.0
30627,7414455.5
30628,6268375.0
30629,5338929.5
30630,4671357.5
30631,6237503.0
30632,4106046.0
30633,5966245.0
30634,11791397.0
30635,9611164.0
30636,5430163.0
30637,9497433.0
30638,6160561.0
30639,7310770.0
30640,4576298.0
30641,8652675.0
30642,6749078.0
30643,8204072.5
30644,9582627.0
30645,7383499.5
30646,5355406.0
30647,4844222.0
30648,24060552.0
30649,2392752.5
30650,4973469.0
30651,3223170.5
30652,4388723.5
30653,8159900.0
30654,4599768.5
30655,12786362.0
30656,3985717.5
30657,6537321.0
30658,10486606.0
30659,4751165.0
30660,8735789.0
30661,6623754.5
30662,8315929.0
30663,14922706.0
30664,11680550.0
30665,6243186.5
30666,2524487.25
30667,4229007.0
30668,8907101.0
30669,4937288.5
30670,2598244.75
30671,7526958.0
30672,15657246.0
30673,11020788.0
30674,12090585.0
30675,2079852.875
30676,6945674.5
30677,4308437.5
30678,20619844.0
30679,6035796.0
30680,5183346.0
30681,2356323.5
30682,8846825.0
30683,9790003.0
30684,4926325.0
30685,7680620.0
30686,9472829.0
30687,5041298.0
30688,4445634.5
30689,15534364.0
30690,25611542.0
30691,4637313.0
30692,6201742.0
30693,11909292.0
30694,5388984.0
30695,7220644.0
30696,6724067.5
30697,12199366.0
30698,7652843.5
30699,5865373.0
30700,4990383.0
30701,9582627.0
30702,6262704.5
30703,3808366.5
30704,11780540.0
30705,8883619.0
30706,26151728.0
30707,3622505.25
30708,14533518.0
30709,6308989.0
30710,7852345.0
30711,4654295.0
30712,4038834.75
30713,6155921.5
30714,6563170.0
30715,3823943.0
30716,9683165.0
30717,6549377.0
30718,9353239.0
30719,15474716.0
30720,7377489.0
30721,4451807.5
30722,7307703.0
30723,6346227.5
30724,12427100.0
30725,6648798.0
30726,11745629.0
30727,9673344.0
30728,10501558.0
30729,3478483.75
30730,6107270.0
30731,6518706.5
30732,4537560.0
30733,9934145.0
30734,7117354.0
30735,5488317.0
30736,5580384.0
30737,6988577.5
30738,6351386.0
30739,4569525.5
30740,7098326.5
30741,11237361.0
30742,4292549.0
30743,4961706.0
30744,9262008.0
30745,6890000.0
30746,5577058.5
30747,17126042.0
30748,16228533.0
30749,5050436.0
30750,6625972.5
30751,3313098.25
30752,7561132.0
30753,10223540.0
30754,5801026.5
30755,4804516.5
30756,6109787.0
30757,5430199.0
30758,11001026.0
30759,6091111.5
30760,4433830.0
30761,9767211.0
30762,6763691.5
30763,12088348.0
30764,6263301.5
30765,6135537.0
30766,3559415.25
30767,10001676.0
30768,4489235.5
30769,7196068.0
30770,6210513.5
30771,2945837.0
30772,8535605.0
30773,8192423.0
30774,6134168.0
30775,12249402.0
30776,6094115.5
30777,6248803.5
30778,9445658.0
30779,6426897.5
30780,7844710.0
30781,6846775.0
30782,5044356.5
30783,5678336.5
30784,3623268.75
30785,5490652.0
30786,4332487.5
30787,6261169.5
30788,5803295.5
30789,7465968.5
30790,6527658.5
30791,9976374.0
