id,price_doc
30474,5464944.0
30475,8467900.0
30476,5347257.5
30477,5644532.5
30478,5014040.0
30479,8744140.0
30480,4304494.5
30481,4252292.5
30482,4887516.5
30483,4668199.5
30484,6580391.0
30485,4818895.5
30486,3703618.75
30487,3836120.25
30488,6243716.5
30489,5940637.5
30490,23492436.0
30491,20539550.0
30492,5632984.0
30493,13976182.0
30494,6710633.5
30495,11174048.0
30496,9162250.0
30497,8490134.0
30498,4685298.5
30499,7622107.5
30500,11182922.0
30501,7052078.0
30502,2721368.25
30503,6544814.5
30504,5717129.5
30505,11923724.0
30506,2644504.25
30507,4601216.0
30508,5445631.0
30509,7459166.0
30510,9070688.0
30511,6511002.5
30512,6441043.0
30513,4267700.5
30514,3105812.5
30515,9355414.0
30516,5841148.5
30517,10462492.0
30518,8742770.0
30519,4669446.0
30520,7193461.5
30521,6004275.0
30522,7020219.0
30523,6774812.5
30524,10384758.0
30525,10148038.0
30526,4861125.5
30527,5108049.0
30528,6567932.0
30529,6589460.5
30530,6075088.0
30531,15085788.0
30532,4759117.5
30533,10683816.0
30534,6697369.5
30535,9313826.0
30536,5773563.5
30537,11328184.0
30538,5152204.5
30539,9884092.0
30540,9534604.0
30541,6479892.5
30542,1916306.0
30543,6075479.5
30544,6526496.0
30545,8313123.0
30546,4153111.5
30547,9462662.0
30548,4551159.0
30549,5985394.5
30550,12652420.0
30551,4952728.5
30552,1582467.875
30553,7087634.0
30554,10797760.0
30555,6262205.5
30556,9268446.0
30557,7281550.0
30558,9115736.0
30559,6564861.0
30560,5834623.5
30561,6912430.5
30562,12346602.0
30563,5586126.0
30564,7013969.5
30565,6600195.0
30566,7172522.0
30567,1758134.75
30568,9955254.0
30569,9508978.0
30570,6550961.0
30571,7889119.0
30572,4727289.0
30573,6270750.5
30574,5806850.5
30575,7392951.0
30576,4707150.5
30577,4165011.0
30578,2741226.75
30579,7214590.5
30580,4698499.0
30581,5668214.0
30582,12636548.0
30583,7003854.0
30584,4568370.0
30585,2806255.75
30586,9012352.0
30587,5899206.0
30588,7947021.0
30589,7111483.5
30590,11630742.0
30591,5279363.5
30592,6617129.5
30593,8658168.0
30594,6613434.5
30595,5498852.0
30596,6755408.5
30597,6290432.5
30598,9498780.0
30599,11659608.0
30600,4727475.0
30601,6026917.5
30602,1730720.75
30603,12406078.0
30604,4638942.5
30605,6329201.0
30606,24664566.0
30607,6792191.0
30608,9152594.0
30609,6009379.0
30610,2702322.5
30611,5482936.0
30612,7541393.0
30613,9243918.0
30614,17090822.0
30615,7918025.5
30616,5573797.0
30617,9009770.0
30618,5011706.5
30619,4173726.5
30620,2276792.75
30621,8618582.0
30622,8417404.0
30623,6126307.5
30624,6711700.0
30625,7710629.0
30626,6378697.5
30627,7557244.5
30628,6152985.5
30629,5370442.0
30630,4750507.5
30631,6040858.5
30632,4140168.75
30633,5969044.5
30634,11710424.0
30635,9500914.0
30636,5339793.0
30637,9384516.0
30638,6233733.0
30639,7144050.5
30640,4551934.0
30641,8468986.0
30642,6657476.5
30643,8319053.0
30644,9539732.0
30645,7367326.0
30646,5239438.0
30647,4842654.0
30648,23885910.0
30649,2034173.25
30650,5026997.0
30651,2954856.25
30652,4223783.0
30653,7934109.0
30654,4525847.0
30655,12480994.0
30656,4005751.0
30657,6527915.5
30658,11261422.0
30659,4530840.0
30660,8892614.0
30661,6411543.5
30662,8211635.0
30663,14768308.0
30664,11140700.0
30665,6036886.0
30666,2243939.5
30667,4128410.75
30668,8570962.0
30669,4813802.5
30670,2582224.0
30671,7099052.5
30672,14893260.0
30673,11193146.0
30674,12021782.0
30675,1772645.5
30676,6803221.0
30677,4344387.0
30678,20362904.0
30679,6031573.5
30680,5231753.5
30681,2361631.75
30682,8875292.0
30683,9665788.0
30684,4842990.0
30685,7404446.0
30686,9212954.0
30687,4952172.5
30688,4422237.5
30689,15470060.0
30690,25206824.0
30691,4561812.0
30692,5998560.5
30693,11863694.0
30694,5408477.5
30695,6842686.0
30696,6595041.5
30697,12384234.0
30698,7253759.5
30699,5893799.0
30700,4887887.5
30701,9539732.0
30702,6147843.0
30703,3816569.25
30704,11707528.0
30705,8911648.0
30706,25884588.0
30707,3297816.25
30708,15050182.0
30709,6114383.5
30710,7936604.5
30711,4695690.0
30712,3960121.75
30713,6071480.0
30714,6427682.0
30715,3735081.5
30716,9603004.0
30717,6512225.5
30718,9282134.0
30719,14634226.0
30720,7152207.5
30721,4892723.5
30722,7139761.0
30723,6101718.5
30724,12297150.0
30725,6501621.5
30726,11568578.0
30727,9357338.0
30728,10476390.0
30729,3278793.0
30730,6051063.0
30731,6351303.5
30732,4536420.0
30733,9794802.0
30734,6975883.0
30735,5306453.0
30736,5871959.5
30737,6757124.0
30738,6328851.5
30739,4145699.0
30740,6834089.5
30741,11320294.0
30742,4300954.5
30743,4834856.0
30744,8888966.0
30745,6825030.0
30746,5471211.5
30747,16194256.0
30748,16017736.0
30749,4979251.5
30750,6399763.5
30751,3246231.0
30752,7310642.0
30753,10018172.0
30754,5639865.5
30755,4892928.0
30756,5855433.5
30757,5313570.5
30758,11662740.0
30759,5504741.0
30760,4134887.0
30761,9249048.0
30762,6720153.5
30763,11861396.0
30764,6129815.0
30765,6317879.5
30766,3214209.75
30767,9753478.0
30768,4288750.0
30769,7160847.5
30770,5993545.5
30771,2615647.0
30772,8437690.0
30773,8201505.0
30774,6191014.0
30775,11967082.0
30776,6078468.0
30777,6069970.5
30778,9456846.0
30779,6442385.0
30780,7952883.0
30781,6733964.0
30782,5059314.5
30783,5490879.5
30784,3544626.75
30785,5369564.0
30786,4248974.0
30787,6141128.0
30788,5600522.0
30789,7539378.0
30790,6551906.5
30791,9793370.0
30792,7124962.0
30793,10837020.0
30794,11798538.0
30795,10884402.0
30796,12545072.0
30797,14049050.0
30798,2857258.0
