id,price_doc
30474,5195721.375
30475,7742284.48125
30476,5101949.84766
30477,5545321.44375
30478,4915077.8125
30479,8320781.00156
30480,4185663.67187
30481,4248931.67734
30482,4718941.61719
30483,4675932.49531
30484,6222829.27781
30485,4941680.93125
30486,3900316.05125
30487,4033077.34219
30488,6127497.3375
30489,5877902.01797
30490,21411599.1062
30491,16058870.7891
30492,5565155.27344
30493,12729247.4203
30494,7061158.0
30495,10081887.9
30496,7866604.9825
30497,8051684.23125
30498,4488118.98438
30499,8033907.08203
30500,10480180.625
30501,6324330.2125
30502,3069629.0
30503,6290828.38125
30504,5717415.55
30505,10294926.8216
30506,3092670.22289
30507,4755197.95625
30508,5243923.32578
30509,6594537.46172
30510,8828915.90484
30511,6251871.79062
30512,5988214.61719
30513,4208446.15625
30514,3736051.79695
30515,8925415.20484
30516,5290731.85266
30517,10116266.9306
30518,6983496.86344
30519,4692881.7
30520,6733358.01063
30521,5616128.59375
30522,7316507.71141
30523,5324270.49375
30524,9920602.64062
30525,9647356.875
30526,4684512.16406
30527,4544775.00937
30528,6488603.77969
30529,6237059.325
30530,5866154.4375
30531,15426800.4313
30532,4635040.84687
30533,9349103.48438
30534,7163025.61406
30535,8876641.1925
30536,5196213.51562
30537,10543668.3656
30538,4712690.7
30539,9770507.26781
30540,9027442.50031
30541,6350115.0625
30542,2304436.15312
30543,5276571.75
30544,6755563.9125
30545,7066441.28281
30546,4212569.69687
30547,10075133.7531
30548,4441811.55313
30549,4989869.67344
30550,11807097.6516
30551,4857800.95234
30552,2153065.60055
30553,6985790.5
30554,9472134.67031
30555,6230650.86875
30556,8134419.33
30557,7503936.97969
30558,9053100.84375
30559,5942208.75938
30560,5690294.85313
30561,6281908.37969
30562,12874104.75
30563,4357708.4375
30564,7535734.69688
30565,6873310.9625
30566,6704438.20234
30567,2201589.34805
30568,8870575.325
30569,9859106.70937
30570,6138864.29531
30571,6662413.67188
30572,4734713.68125
30573,6197551.03125
30574,6021947.89687
30575,6529325.97656
30576,4209601.225
30577,4196671.91562
30578,3142469.49504
30579,6659643.88125
30580,4152513.90469
30581,4982299.72969
30582,11202700.8531
30583,7092235.05625
30584,4612614.70312
30585,3374963.50898
30586,8279194.70047
30587,5685421.45234
30588,7377765.95313
30589,7263338.60625
30590,12021395.4453
30591,5080922.175
30592,6540774.48906
30593,7356145.01531
30594,7783700.24531
30595,5146283.93438
30596,7466154.03516
30597,6197551.03125
30598,9089222.76422
30599,10674728.1984
30600,4994776.9375
30601,5377793.0125
30602,1917285.3375
30603,12587529.8931
30604,4782289.6625
30605,6520145.72344
30606,23278819.5938
30607,6471258.11719
30608,8244081.63281
30609,5903239.28906
30610,2859858.24609
30611,5274047.46172
30612,7074341.41875
30613,8249701.04094
30614,16199875.9081
30615,7136044.575
30616,5335254.97578
30617,8708039.24531
30618,4922668.88281
30619,4151027.42031
30620,2954458.49961
30621,8404239.0
30622,7420743.52969
30623,6146413.3125
30624,6517635.35
30625,7512665.87492
30626,6275785.49375
30627,7193539.62031
30628,6252976.28437
30629,4886801.54219
30630,4613476.09844
30631,5868645.12266
30632,4050673.175
30633,6079107.59375
30634,11253510.8328
30635,9228189.80531
30636,5330000.25625
30637,9261606.00563
30638,6006563.36719
30639,7099747.575
30640,4817581.78281
30641,8444411.78906
30642,6182005.94375
30643,7783150.38125
30644,9182469.87656
30645,7263006.09375
30646,5464734.15312
30647,4910242.00898
30648,28041404.5625
30649,2769268.4
30650,4817693.04375
30651,3160923.5318
30652,4803580.71094
30653,6763367.59375
30654,4313679.21094
30655,12467167.493
30656,3716723.12578
30657,5995954.45312
30658,10379006.7563
30659,4788535.435
30660,8255860.11719
30661,6060300.95125
30662,8129222.2125
30663,19023255.5953
30664,11708488.4391
30665,5903239.28906
30666,2987162.08164
30667,4518989.56992
30668,10163372.4656
30669,4971938.10781
30670,2471925.25547
30671,7069441.66641
30672,14880477.1444
30673,9599607.6
30674,12608203.0531
30675,2304436.15312
30676,7232000.11875
30677,4582923.67969
30678,17502897.45
30679,5676675.93281
30680,4715131.60781
30681,2233344.21844
30682,7903074.375
30683,9683714.75859
30684,4987007.85625
30685,6898434.25
30686,9043262.1125
30687,4715358.375
30688,4235468.57969
30689,14712591.7656
30690,29066173.5
30691,4482488.6375
30692,5785139.40469
30693,9305198.55234
30694,5089372.3125
30695,6936433.50937
30696,6383169.39687
30697,11581933.6375
30698,7005638.8
30699,5409877.07812
30700,4723333.69922
30701,9188791.71469
30702,6054200.66406
30703,3829228.975
30704,11312469.5156
30705,8197130.39062
30706,24762589.1469
30707,3747830.14734
30708,13228465.0437
30709,5788955.025
30710,6007629.175
30711,4462148.7
30712,4014070.41094
30713,5580748.95
30714,6842993.95
30715,4029298.1843
30716,9683714.75859
30717,6491663.8875
30718,8127828.60469
30719,11830600.6992
30720,7160616.675
30721,3350461.9125
30722,7538823.39375
30723,5908073.50547
30724,11466524.2655
30725,6649823.25
30726,11238393.6719
30727,9014711.91375
30728,11985168.5381
30729,3558492.65
30730,5727265.90312
30731,6380761.5
30732,4902983.75
30733,9994359.6
30734,6356432.05547
30735,4878918.56742
30736,5610275.13281
30737,6983367.50781
30738,5720906.1
30739,3602745.705
30740,6742556.34375
30741,8561207.96836
30742,4068094.37891
30743,4675103.84687
30744,8889158.73828
30745,7313118.67969
30746,5065015.69055
30747,15730864.2313
30748,15923571.1719
30749,4643310.40937
30750,5996891.90906
30751,3481962.88359
30752,6560397.79141
30753,9719054.22719
30754,5468604.92969
30755,4146836.37656
30756,7423027.50938
30757,5582416.53125
30758,8959454.5625
30759,5647152.78281
30760,4017677.50195
30761,8407621.97344
30762,6400244.5
30763,11599033.4109
30764,5713946.33906
30765,5242034.33437
30766,3490046.32531
30767,9400898.375
30768,4361366.1
30769,6812026.41875
30770,5569044.91172
30771,2909202.92578
30772,8124761.41875
30773,8011462.03594
30774,5262295.00156
30775,11111077.3828
30776,5383762.04844
30777,5824997.42344
30778,8419360.66563
30779,6225620.76094
30780,7104616.875
30781,6207260.41969
30782,5372525.8125
30783,4827382.99219
30784,3546772.58203
30785,5103230.55
30786,4062217.6
30787,6138337.47812
30788,4888648.71875
30789,6746023.325
30790,6007488.44375
30791,10075258.9234
30792,6449753.61563
30793,11035797.0044
30794,12598381.1
30795,11166418.5375
30796,10634980.0781
30797,15405760.7172
30798,2755663.84844
30799,9229595.9625
30800,13609494.5625
30801,6320378.5
30802,16523008.6031
30803,3492292.71445
30804,3513955.22563
30805,14489841.2
30806,6537236.06016
30807,5816032.59375
30808,10495537.8531
30809,4607589.0375
30810,10432403.1
30811,4300397.55234
30812,5357420.44531
30813,4820800.22656
30814,2640175.12312
30815,4015530.45
30816,8181375.75
30817,1983594.5625
30818,7258876.25625
30819,8472775.95625
30820,5141015.03672
30821,25929209.75
30822,9069474.47656
30823,7181707.1625
30824,3577633.77344
30825,4474082.0707
30826,9377419.93125
30827,5079580.99688
30828,5495178.75938
30829,5216697.63672
30830,7818789.39891
30831,5861535.21875
30832,5567103.70937
30833,5384789.4625
30834,4063030.54688
30835,7039858.75078
30836,6185882.79688
30837,5064032.53125
30838,4245634.55
30839,5548830.2125
30840,10635506.5984
30841,10161525.1312
30842,6956284.46875
30843,5165223.0375
30844,7450582.28203
30845,8958014.78125
30846,4285620.2375
30847,5638555.76484
30848,8378248.725
30849,4259127.56016
30850,3910017.675
30851,4919600.13281
30852,6662014.06406
30853,3226882.57344
30854,5562464.45938
30855,7933726.76641
30856,8444930.0875
30857,2107183.17961
30858,4181570.9375
30859,5551698.8125
30860,5834530.31562
30861,8038494.68844
30862,6247640.65781
30863,5139344.32812
30864,5674903.96484
30865,9137535.85406
30866,6907737.46875
30867,5549753.45156
30868,7478645.47188
30869,5036779.39687
30870,5575597.8125
30871,8426782.20312
30872,4871116.92836
30873,3737939.42422
30874,5277249.6
30875,6799581.65
30876,4810266.9125
30877,10381282.5188
30878,5103049.17516
30879,10014477.1797
30880,6390842.0
30881,1983569.55
30882,10423331.7094
30883,3078072.225
30884,5228480.30555
30885,5226365.375
30886,7388876.67188
30887,5654804.99766
30888,4133760.05
30889,5410787.45625
30890,7201729.66953
30891,3509178.66391
30892,3734119.98656
30893,4277792.4875
30894,5498965.125
30895,4344059.68781
30896,6320679.52656
30897,7824975.975
30898,6849763.07469
30899,6132048.90953
30900,3128586.36672
30901,6695181.38281
30902,2154700.04531
30903,6445456.7625
30904,7580954.38594
30905,5253856.87836
30906,5694440.04844
30907,10682019.4344
30908,4072336.64531
