id,price_doc
30474,6087698.48584
30475,8677137.55957
30476,5154731.08154
30477,6354998.47266
30478,5389848.71191
30479,9335997.85254
30480,4726387.10742
30481,4500454.85596
30482,4294962.18018
30483,5413540.24512
30484,6512047.08838
30485,5437870.29053
30486,4609645.7124
30487,4633238.0918
30488,5959445.18994
30489,6266905.82227
30490,23962685.8184
30491,18318084.627
30492,6022756.57324
30493,13057044.8555
30494,7637658.36768
30495,9288635.8623
30496,7485690.54639
30497,8291516.42285
30498,4961428.09717
30499,5505292.48535
30500,12809518.6289
30501,6977297.83447
30502,3415661.17603
30503,5405822.53418
30504,5437138.85156
30505,12142343.7861
30506,3187334.14453
30507,5273822.46973
30508,5866269.3501
30509,8145992.16211
30510,9864004.81641
30511,5804985.11133
30512,5383355.81396
30513,4728258.09668
30514,3725038.78198
30515,10269989.3672
30516,6387414.58301
30517,11028971.0566
30518,7633179.68115
30519,4786466.65137
30520,7638466.44727
30521,6671392.04883
30522,7455041.96045
30523,5819934.82324
30524,11047634.9648
30525,10096477.8662
30526,5256198.479
30527,5445010.80176
30528,6476552.41992
30529,6926605.80908
30530,6390107.54297
30531,17715696.9785
30532,5112670.70654
30533,9225795.33984
30534,7641585.2417
30535,10094216.0098
30536,5687469.646
30537,11492248.3066
30538,4561297.93213
30539,6863885.99561
30540,10249197.7236
30541,6247374.91699
30542,2226693.00806
30543,5925950.8418
30544,7077394.32275
30545,8497150.88379
30546,4570720.89697
30547,10920353.0889
30548,4664423.16211
30549,5613205.35938
30550,12265595.3232
30551,5824927.00195
30552,2127066.90161
30553,6804576.21094
30554,11707664.0273
30555,6646650.53906
30556,8728995.48047
30557,7244000.02441
30558,10444778.8506
30559,6543085.5835
30560,5898767.84912
30561,7213432.86914
30562,13501100.6367
30563,4818715.11035
30564,6465166.97607
30565,6938512.88818
30566,7543919.69824
30567,2213160.6687
30568,10812000.4893
30569,10224566.3848
30570,7330284.91406
30571,8098184.69824
30572,5285327.66455
30573,6879680.19141
30574,6696889.90576
30575,8288552.34668
30576,5315647.1748
30577,3983005.37769
30578,3144785.66455
30579,7500182.33057
30580,5362536.86719
30581,5455640.37744
30582,12867847.8926
